language|level|title|char_start|char_end|words|position|category|removed_text
rinconada|1|Kayang-kaya ni Ate Risa|0|56|9|leading|title_author|Kayang-kaya ni Ate Risa Dessy Natalia Stella Ernes
rinconada|1|Kayang-kaya ni Ate Risa|1508|3868|345|trailing|credit|The Asia Foundation. A mgababasawon galin sa pagkakautob ka book creation project, nagtataong pagpapabisto sa mga nagkakapirang kababaiyan na amo bida sa mga istorya sadi. Nakiusad man sa pagsurat,pagdrowing,pag-edit sagkud pagpapagayon ku libro na isinurat su mga nagkakapirang kababaiyan na kaparyas mga alagad sa sining sagkud literature. Ading babasawon na ini, isinurat galin sa ginibong book creation workshop sa paagi ka Litara Foundation sagkud The Asia Foundation ag sa suporta ka Estée Louder Companies. Su workshop sagku diba pang professional development arog ka pag-i-edi tag pagdidisenyo kading. This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Belen Pili, Riema Yocampo, Eda Dato, Edna Blazado, Karen Bobis, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Annabelle Relativo. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Kayang-kaya ni Ate Risa (My Big Sister Can Do Anything). Author: Dessy Natalia. Illustrator: Stella Ernes. Editor: Sofie Dewayani, Irawati Subrata, Eva Y. Nukman. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Kent Patrick De Lima, JOHN REYNOLD BRIOSO Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Page 21 Copyright Guide Cover Start of Story
rinconada|1|Kin Nag-uuran|0|27|5|leading|title_author|Kin Nag-uuran Ade Cynthia
rinconada|1|Kin Nag-uuran|1132|2842|245|trailing|publisher|Litara Foundation This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Belen Pili, Riema Yocampo, Eda Dato, Edna Blazado, Karen Bobis, and Jane Tabarangao, was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Nelgie Ibanita. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Kin Nag-uuran (When It Rained). Author: Ade Cynthia. Illustrator: . Editor: Riama Maslan Sihombing. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Kent Patrick De Lima, Shanelle Escuro, Higino Penones Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Copyright Guide Cover Start of Story
rinconada|1|Kin Pauno Nagkakolor su mga Insekto|0|35|6|leading|title_author|Kin Pauno Nagkakolor su mga Insekto
rinconada|1|Kin Pauno Nagkakolor su mga Insekto|885|1849|131|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Kin Pauno Nagkakolor su mga Insekto (How the Insects Got Their Colors). Author: Illustrator: Editor: Pum Anh. Contributor: Pum Anh. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Kristian Escobido Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 15 Copyright Guide Cover Start of Story
rinconada|1|Kirikot Saka Tulid|0|18|3|leading|title_author|Kirikot Saka Tulid
rinconada|1|Kirikot Saka Tulid|590|1478|122|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Kirikot Saka Tulid (Curly and Straight). Author: Radha HS. Illustrator: Ruchi Shah. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Cara Imperial Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Copyright Guide Cover Start of Story
rinconada|1|Kuneho saka Ayam|0|16|3|leading|title_author|Kuneho saka Ayam
rinconada|1|Kuneho saka Ayam|620|2060|200|trailing|publisher|Pum Anh Lao is a nonprofit, social enterprise that publishes children's books and promotes reading for disadvantaged groups. Pum Anh conducts writers' workshops with children and adults to develop stories – including for children with disabilities and for ethnic minorities. Pum Anh has developed, designed and illustrated a wide range of teaching and reading materials for UN agencies and NGOs, working closely with the Ministry of Education and Sports and the Ministry of Information, Culture and Tourism. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Kuneho saka Ayam (Rabbit and Dog). Author: Illustrator: Anouphong. Editor: Pum Anh. Contributor: Pum Anh. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Ivan Boaquiña Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Copyright Guide Cover Start of Story
rinconada|1|Liguan saka Elepante|0|20|3|leading|title_author|Liguan saka Elepante
rinconada|1|Liguan saka Elepante|555|1315|105|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Liguan saka Elepante (The Bee and the Elephant). Author: Long Ravy. Illustrator: Try Samphos. Published by , © This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Contributing translators: Nicole Breboneria Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Copyright Guide Cover Start of Story
rinconada|1|Lukso! Lukso! Lukso!|0|62|7|leading|title_author|Lukso! Lukso! Lukso! Pristian Wulanita Pristian Wulanita
rinconada|1|Lukso! Lukso! Lukso!|1344|3089|249|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Salvacion Magistrado, Franlie Ramos-Corporal, Ma. Elizabeth Lagatic, Amie Bolalin, and Joanne Gariplan, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Mary Ann de San Juan. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Lukso! Lukso! Lukso! (Jump! Jump! Jump!). Author: Pristian Wulanita. Illustrator: Pristian Wulanita. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Maria Teresa Septimo, Kent Patrick De Lima, JOHN REYNOLD BRIOSO Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 22 Page 25 Page 28 Page 29 Page 34 Page 37 Page 40 Page 41 Page 44 Page 48 Page 49 Page 52 Page 55 Page 58 Page 59 Copyright Guide Cover Start of Story
rinconada|1|Maduag na Keyk|0|57|10|leading|title_author|Maduag na Keyk Komar Rien Komar Cheh Meng Sok Pheng
rinconada|1|Maduag na Keyk|582|1531|135|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Maduag na Keyk (One Big Cake). Author: Komar Rien Komar Cheh. Illustrator: Meng Sok Pheng. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2022. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Nicole Breboneria Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Copyright Guide Cover Start of Story
rinconada|1|Mag amigo si Kasag saka Isura|0|29|6|leading|title_author|Mag amigo si Kasag saka Isura
rinconada|1|Mag amigo si Kasag saka Isura|457|1386|129|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mag amigo si Kasag saka Isura (Crab and Fish Are Friends). Author: . Illustrator: . Editor: Pum Anh. Contributor: Pum Anh. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Rhoda Elaine Azur Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 12 Page 13 Copyright Guide Cover Start of Story
rinconada|1|Magagayon na mga Ayop sa Tubig|0|30|6|leading|title_author|Magagayon na mga Ayop sa Tubig
rinconada|1|Magagayon na mga Ayop sa Tubig|539|2144|229|trailing|publisher|This product is made possible through the support of the All Children Reading: A Grand Challenge for Development (ACR GCD) Founding Partners (the United States Agency for International Development [USAID], World Vision, and the Australian Government) in collaboration with the Global Book Alliance. It was prepared by The Asia Foundation and does not necessarily reflect the views of the ACR GCD Founding Partners or the Global Book Alliance. Any adaptation or translation of this work should not be considered an official ACR GCD translation, and ACR GCD shall not be liable for any content or errors in this translation. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Magagayon na mga Ayop sa Tubig (Beautiful Water Animals). Author: Illustrator: Saotoula Khounphomxay. Editor: Pum Anh. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Carl Anthony Gorgonia, Quintin Atienza Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 13 Copyright Guide Cover Start of Story
rinconada|1|Magayon na Aldow|0|16|3|leading|title_author|Magayon na Aldow
rinconada|1|Magayon na Aldow|1041|1957|126|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Magayon na Aldow (A Beautiful Day). Author: Elana Bregin. Illustrator: Liny Pelzl. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: nicky gem rivera Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Copyright Guide Cover Start of Story
rinconada|1|Magbilang Kita|0|14|2|leading|title_author|Magbilang Kita
rinconada|1|Magbilang Kita|600|2385|262|trailing|publisher|This storybook received assistance by the People of USA through USAID. License: Creative Commons Attribution CC BY 4. 0 IGO Translation of work: If individuals or legal entities translate this work, you must mention that translation is not conducted by Room to Read or USAID and not considered the official translation of Room to Read or USAID. Room to Read or USAID will not be responsible for the content or mistakes of the translation. Amendment of work: If individuals or legal entities make amendments to the work, the source should be referenced: this work has been amended from the original work of Room to Read and USAID. The views and perspectives in this amended work are the sole responsibility of the party making the amendments because it has been reviewed by Room to Read and USAID. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Magbilang Kita (Counting Together). Author: Room to Read. Illustrator: Nivong Sengsakoun. Editor: Onchanh Phetchantharath, Pakian Luangxaysana, Sengmany Souphanthalop. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Kristian Escobido, Reynald Ocampo Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Copyright Guide Cover Start of Story
rinconada|1|Magtinabangan Kita|0|18|2|leading|title_author|Magtinabangan Kita
rinconada|1|Magtinabangan Kita|747|2516|262|trailing|publisher|This storybook received assistance by the People of USA through USAID. License: Creative Commons Attribution CC BY 4. 0 IGO Translation of work: If individuals or legal entities translate this work, you must mention that translation is not conducted by Room to Read or USAID and not considered the official translation of Room to Read or USAID. Room to Read or USAID will not be responsible for the content or mistakes of the translation. Amendment of work: If individuals or legal entities make amendments to the work, the source should be referenced: this work has been amended from the original work of Room to Read and USAID. The views and perspectives in this amended work are the sole responsibility of the party making the amendments because it has been reviewed by Room to Read and USAID. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Magtinabangan Kita (Help Each Other). Author: Room to Read. Illustrator: Nivong Sengsakoun. Editor: Onchanh Phetchantharath, Pakian Luangxaysana, Sengmany Souphanthalop. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Reynald Ocampo, Judy Ann Amparado Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Copyright Guide Cover Start of Story
rinconada|1|Makusog na Bayong|0|55|8|leading|title_author|Makusog na Bayong Choeurn Kim Heng Chann Samphors
rinconada|1|Makusog na Bayong|2500|4140|233|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Salvacion Magistrado, Franlie Ramos-Corporal, Sheila Loria, Marlene Laya, Estefanie Delloro, Rema Montes, and Marcia Calleja, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Jennifer Julianes. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Makusog na Bayong (Brave Bird). Author: Choeurn Kim Heng. Illustrator: Chann Samphors. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Rica Mae V. Llaga, Kent Patrick De Lima Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Copyright Guide Cover Start of Story
rinconada|1|Manga Kolor ka Kapalibotan|0|60|8|leading|title_author|Manga Kolor ka Kapalibotan Bulbul Sharma Bulbul Sharma
rinconada|1|Manga Kolor ka Kapalibotan|1548|2495|129|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Manga Kolor ka Kapalibotan (Colors of Nature). Author: Bulbul Sharma. Illustrator: Bulbul Sharma. Published by Pratham Books, © Pratham Books. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2022. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: ma. leonora bregala Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Copyright Guide Cover Start of Story
rinconada|1|Mayna Maglayog Kita!|0|64|10|leading|title_author|Mayna, Maglayog Kita! Komar Rien Komar Cheh Sorn Srey Nuch
rinconada|1|Mayna Maglayog Kita!|564|2261|244|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Belen Pili, Riema Yocampo, Joselito Baracena, Sofia Baile, Eugene Brisenio, and Anthony Ababa, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Nelgie Ibarreta. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mayna, Maglayog Kita! (Let's Fly). Author: Komar Rien Komar Cheh. Illustrator: Sorn Srey Nuch. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Alvin Franco Agtarap, Kent Patrick De Lima, Higino Penones, Dan Randolf Francia Signer: Garima Bhattarai Table of Contents Page 1 Page 2 Page 3 Page 4 Page 16 Page 19 Page 22 Page 25 Page 28 Page 31 Page 34 Page 36 Page 38 Copyright Guide Cover Start of Story
rinconada|1|Mayna ta Magbilang!|0|62|10|leading|title_author|Mayna ta Magbilang! Komar Rien Komar Cheh Sorn Srey Nuch
rinconada|1|Mayna ta Magbilang!|288|1969|239|trailing|publisher|This book was adapted as part of ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation (TAF), SIL LEAD, and Florida State University (FSU). This book was quality assured by Belen Pili, Riema Yocampo, Joselito Baracena, Sofia Baile, Eugene Brisenio, and Anthony Ababa, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). This book was field tested by Nelgie Ibarreta. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mayna ta Magbilang! (Simple Counting). Author: Komar Rien Komar Cheh. Illustrator: Sorn Srey Nuch. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Michael William Ronco, Herminia Vasquez, Reynald Ocampo, Janessa Angustia Martinez Table of Contents Page 1 Page 2 Page 3 Page 13 Page 15 Page 16 Page 18 Page 19 Page 22 Page 24 Page 25 Page 28 Page 29 Copyright Guide Cover Start of Story
rinconada|1|Mga Amigo sa Kapalibutan|0|40|6|leading|title_author|Mga Amigo sa Kapalibutan Jeron Tanglaw
rinconada|1|Mga Amigo sa Kapalibutan|1280|2846|226|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Belen Pili, Riema Yocampo, Eda Dato, Edna Blazado, and Karen Bobis, and was approved for publishing by the Department of Education Region V - Bicol Learning Re- source Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Annabelle Relativo. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mga Amigo sa Kapalibutan. Author: Jeron Tanglaw. Illustrator: . Published by Jeron Tanglaw, © Jeron Tanglaw. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Kent Patrick De Lima, Ali Vince Robosa, Jacobito Botor, Higino Penones Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Copyright Guide Cover Start of Story
rinconada|1|Mga Gamgam|0|10|2|leading|title_author|Mga Gamgam
rinconada|1|Mga Gamgam|357|1205|118|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mga Gamgam (Birds). Author: Syeda Basarat Midhat Kazim. Illustrator: Maria Riaz. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Ronald Kevin Bulalacao Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Copyright Guide Cover Start of Story
rinconada|1|Mga Gamit sa Para-uma|0|57|9|leading|title_author|Mga Gamit sa Para-uma Othong KhamInsou Ounla Santhi
rinconada|1|Mga Gamit sa Para-uma|659|2452|271|trailing|publisher|This storybook received assistance by the People of USA through USAID. License: Creative Commons Attribution CC BY 4. 0 IGO Translation of work: If individuals or legal entities translate this work, you must mention that translation is not conducted by Room to Read or USAID and not considered the official translation of Room to Read or USAID. Room to Read or USAID will not be responsible for the content or mistakes of the translation. Amendment of work: If individuals or legal entities make amendments to the work, the source should be referenced: this work has been amended from the original work of Room to Read and USAID. The views and perspectives in this amended work are the sole responsibility of the party making the amendments because it has been reviewed by Room to Read and USAID. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mga Gamit sa Para-uma (Tools for Rice Farming). Author: Othong KhamInsou. Illustrator: Ounla Santhi. Editor: Onchanh Phetchantharath, Pakian Luangxaysana. Published by Room to Read, © Room to Read. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2022. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Cristal Marie Niosco, Reynald Ocampo, Mary Joy Alamo Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Copyright Guide Cover Start of Story
rinconada|1|Mga Insekto Sadi Lugar Namo|0|27|5|leading|title_author|Mga Insekto Sadi Lugar Namo
rinconada|1|Mga Insekto Sadi Lugar Namo|519|2093|226|trailing|publisher|This product is made possible through the support of the All Children Reading: A Grand Challenge for Development (ACR GCD) Founding Partners (the United States Agency for International Development [USAID], World Vision, and the Australian Government) in collaboration with the Global Book Alliance. It was prepared by The Asia Foundation and does not necessarily reflect the views of the ACR GCD Founding Partners or the Global Book Alliance. Any adaptation or translation of this work should not be considered an official ACR GCD translation, and ACR GCD shall not be liable for any content or errors in this translation. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mga Insekto Sadi Lugar Namo (Insects in my village). Author: Illustrator: Saotoula Khounphomxay. Editor: Pum Anh. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: MARIZ SHAINE CASTILLO Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 12 Copyright Guide Cover Start of Story
rinconada|1|Mga Kolor|0|9|2|leading|title_author|Mga Kolor
rinconada|1|Mga Kolor|440|1405|128|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mga Kolor (Colours). Author: Priyanka. Illustrator: Ajanta Guhathakurta. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: nicky gem rivera Signer: Garima Bhattarai Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Copyright Guide Cover Start of Story
rinconada|1|Mga Nagkakantang Bayong ni Bounthy|0|34|5|leading|title_author|Mga Nagkakantang Bayong ni Bounthy
rinconada|1|Mga Nagkakantang Bayong ni Bounthy|1273|2207|126|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story Mga Nagkakantang Bayong ni Bounthy (Bounthy's Singing Birds). Author: Sinthanou Sidavone. Illustrator: Nivong Sengsakoun. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Carl Anthony Gorgonia Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Copyright Guide Cover Start of Story
rinconada|1|Nabayad ni King si Kong|0|76|12|leading|publisher|Nabayad ni King si Kong All Children Reading - Cambodia Sorn Srey Nuch
